,CD8,FE2,CE3,CE6,CF1,FF3,FF4,CF5,FG3,CH1,FH2,CH3,CI2,CI3,CJ2,CJ3,FJ5,FJ6,CP1,FP3,FP4,CT2,CT3,FT4,FT5,FT6
TRINITY_DN4116_c0_g1,3,3,11,2,6,1,0,4,5,8,1,4,6,4,11,10,7,1,6,7,2,0,5,10,7,5
TRINITY_DN4117_c0_g1,17,7,5,4,12,9,9,16,6,6,10,13,21,17,8,8,7,5,9,11,15,13,8,5,13,10
TRINITY_DN4118_c0_g1,21,11,8,18,16,14,14,5,5,2,1,5,3,32,7,4,7,3,8,7,11,9,11,8,19,11
TRINITY_DN4119_c0_g1,4,8,2,1,5,4,7,4,7,6,9,8,3,1,4,6,9,6,6,10,7,3,4,4,7,4
TRINITY_DN4120_c0_g1,15,17,11,8,17,4,11,15,9,14,11,18,19,15,10,7,13,3,7,12,9,14,12,9,20,14
TRINITY_DN4122_c0_g1,11,18,8,3,6,8,12,9,7,6,11,2,8,10,9,6,17,3,7,2,5,3,3,4,7,13
TRINITY_DN4123_c0_g1,12,11,12,7,11,14,5,6,5,5,12,2,7,7,3,4,28,4,43,5,31,4,4,6,6,1
TRINITY_DN4124_c0_g1,2,2,3,4,1,0,3,3,2,3,3,4,3,3,2,2,3,1,2,0,0,0,0,0,2,3
TRINITY_DN4125_c0_g1,69,68,37,24,37,36,27,81,41,40,30,61,51,65,17,15,26,1,41,37,31,24,11,26,69,32
TRINITY_DN4126_c0_g1,2,44,1,1,1,3,8,1,12,1,9,1,2,5,2,2,5,5,1,14,17,0,3,8,5,10
TRINITY_DN4127_c0_g1,17,58,10,8,10,17,14,9,47,4,17,4,9,10,7,6,10,8,10,19,21,8,8,14,29,21
TRINITY_DN4128_c0_g1,3,3,6,0,4,4,7,9,11,3,9,7,2,4,0,8,17,9,7,10,9,3,1,5,8,6
TRINITY_DN4129_c0_g1,2,7,2,2,3,1,1,3,2,3,2,8,6,10,5,5,6,2,2,2,3,1,2,0,2,1
TRINITY_DN412_c0_g1,37,43,25,13,47,40,60,61,38,63,72,91,17,49,3,3,9,0,65,88,117,4,38,40,83,71
TRINITY_DN4130_c0_g1,2,7,1,3,0,2,7,3,0,0,2,1,0,3,0,0,1,0,2,6,3,2,2,3,0,1
TRINITY_DN4131_c0_g1,19,4,9,4,8,4,2,14,6,8,6,1,5,3,4,2,9,5,9,2,2,11,2,11,11,7
TRINITY_DN4132_c0_g1,12,28,7,4,5,12,6,11,15,3,11,10,19,10,9,11,21,6,13,10,14,7,7,8,23,10
TRINITY_DN4133_c0_g1,3,2,3,2,2,3,1,1,3,0,3,0,2,3,0,0,4,2,1,4,3,3,0,2,4,8
TRINITY_DN4134_c0_g1,8,16,5,7,3,7,19,4,8,1,10,2,4,9,4,1,16,9,6,20,13,2,3,9,14,8
TRINITY_DN4135_c0_g1,5,4,6,2,0,3,2,2,3,4,1,2,2,2,8,4,7,2,2,4,3,1,5,4,6,4
TRINITY_DN4136_c0_g1,12,17,5,7,2,6,6,4,8,2,6,5,23,13,0,3,2,2,9,24,23,5,3,8,19,7
TRINITY_DN4137_c0_g1,7,12,2,3,10,3,6,3,1,0,2,4,23,8,8,6,8,10,31,62,57,41,35,51,42,57
TRINITY_DN4138_c0_g1,7,30,21,7,22,10,22,24,1,1,3,8,12,3,9,12,11,16,5,13,7,1,1,0,0,2
TRINITY_DN4139_c0_g1,2,0,2,0,0,1,2,8,0,5,0,6,2,10,2,1,2,0,0,1,2,8,0,0,0,0
TRINITY_DN4140_c0_g1,9,18,2,10,1,7,2,2,9,4,3,3,8,6,6,7,14,27,3,21,24,1,3,6,8,14
TRINITY_DN4141_c0_g1,0,0,1,18,1,3,0,7,0,0,0,0,25,4,0,0,0,0,1,2,0,0,18,0,0,2
TRINITY_DN4142_c0_g1,0,48,0,70,13,37,0,25,0,0,0,0,0,0,0,2,8,9,3,64,0,0,0,0,0,0
TRINITY_DN4143_c0_g1,4,7,14,3,4,11,3,3,21,2,0,5,66,12,5,1,2,4,0,5,2,13,2,7,1,3
TRINITY_DN4144_c0_g1,32,20,18,19,50,14,29,40,16,30,8,52,35,23,19,22,41,7,16,29,18,13,12,15,30,16
TRINITY_DN4145_c0_g1,9,2,3,7,12,0,1,11,0,3,0,13,11,6,2,6,3,2,2,4,7,3,3,1,8,2
TRINITY_DN4146_c0_g1,33,20,3,7,3,7,14,3,12,3,9,6,6,9,5,6,10,4,4,6,5,10,2,1,9,2
TRINITY_DN4147_c0_g1,19,15,14,13,12,5,2,13,10,6,3,11,29,9,5,8,15,8,19,13,14,5,1,4,4,5
TRINITY_DN4148_c0_g1,11,1,8,9,6,0,0,25,0,12,0,13,18,12,9,9,0,0,13,0,0,8,5,0,0,0
TRINITY_DN4149_c0_g1,6,7,6,3,7,11,5,9,8,5,1,8,5,6,5,2,7,2,3,8,9,1,4,4,6,2
TRINITY_DN414_c0_g1,36,93,7,34,55,43,42,38,35,40,50,26,29,36,17,19,35,19,12,69,62,9,10,38,26,54
TRINITY_DN4150_c0_g1,18,2,1,4,11,3,3,10,0,28,6,24,1,12,0,0,1,0,8,2,4,7,20,3,12,12
TRINITY_DN4151_c0_g1,19,32,11,15,7,21,24,15,18,16,15,22,11,21,6,17,21,14,13,19,17,10,4,10,24,13
TRINITY_DN4152_c0_g1,3,3,6,4,3,6,3,4,4,9,4,5,2,11,3,4,4,2,5,4,3,5,7,1,1,3
TRINITY_DN4153_c0_g1,4,2,4,1,2,5,9,9,2,2,0,0,4,8,1,2,2,0,1,2,3,1,4,0,3,1
TRINITY_DN4154_c0_g1,1,23,5,1,0,8,10,1,3,1,6,1,2,2,0,0,6,4,4,7,12,3,2,5,7,10
TRINITY_DN4155_c0_g1,12,7,4,1,2,0,0,10,1,3,0,3,23,6,4,14,8,1,7,1,1,11,3,4,4,2
TRINITY_DN4156_c0_g1,0,63,0,55,22,16,0,22,0,0,0,0,0,0,0,2,4,8,0,12,0,0,5,0,0,0
TRINITY_DN4157_c0_g1,12,4,4,1,3,4,6,4,9,3,5,6,7,4,3,4,12,1,4,4,5,1,1,2,4,1
TRINITY_DN4158_c0_g1,1,12,1,0,0,14,18,3,12,0,18,5,7,0,3,2,10,7,10,12,16,1,1,6,18,7
TRINITY_DN4159_c0_g1,55,6,34,29,21,0,1,23,10,24,4,20,28,37,16,9,3,4,18,1,2,17,13,7,8,2
TRINITY_DN4160_c0_g1,9,9,3,13,0,3,8,4,2,3,3,4,3,11,1,3,1,6,4,14,5,3,4,5,3,6
TRINITY_DN4161_c0_g1,32,0,6,1,0,1,1,5,1,1,1,7,6,1,4,1,0,0,0,0,1,0,1,0,0,1
TRINITY_DN4162_c0_g1,4,4,1,1,1,15,11,2,1,0,0,0,0,0,0,0,1,4,0,2,2,0,2,0,2,1
TRINITY_DN4163_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,3,19,2,1,0,0,0,0,0,1,6,2,16,8
TRINITY_DN4164_c0_g1,5,8,2,0,1,9,7,6,3,3,6,1,2,4,1,3,4,1,3,3,9,0,1,0,7,4
TRINITY_DN4165_c0_g1,18,2,5,1,1,1,0,6,6,3,3,5,2,8,1,0,2,4,4,0,3,2,0,0,2,0
TRINITY_DN4166_c0_g1,2,41,7,5,2,6,7,2,13,4,12,1,2,1,2,1,10,12,3,51,60,2,2,8,8,8
TRINITY_DN4167_c0_g1,103,43,60,55,92,51,77,122,52,38,20,40,155,189,53,67,85,30,110,144,171,47,63,29,50,36
TRINITY_DN4168_c0_g1,1,9,0,3,0,11,6,2,8,0,6,3,1,6,2,1,3,3,1,1,8,2,2,3,10,4
TRINITY_DN4169_c0_g1,4,11,6,7,6,9,18,9,3,4,6,7,6,5,5,6,19,11,7,7,12,8,8,2,4,2
TRINITY_DN4170_c0_g1,0,1,1,0,0,1,0,2,1,2,0,1,0,1,0,0,0,0,1,0,2,2,0,1,0,0
TRINITY_DN4171_c0_g1,11,12,5,4,8,30,25,17,12,6,11,9,8,10,11,9,26,19,8,29,32,12,13,18,25,21
TRINITY_DN4172_c0_g1,22,0,1,6,7,2,1,3,1,0,0,0,0,22,9,9,1,0,0,0,0,0,6,4,8,9
TRINITY_DN4173_c0_g1,56,64,32,41,64,57,70,47,31,41,28,53,59,89,24,33,47,21,42,75,53,21,27,21,83,53
TRINITY_DN4174_c0_g1,1,10,0,0,3,10,15,0,7,2,9,0,0,2,0,0,6,4,0,15,17,1,1,8,9,9
TRINITY_DN4175_c0_g1,7,14,7,5,7,11,9,6,12,2,2,0,6,5,4,5,9,10,3,6,7,2,2,4,13,11
TRINITY_DN4176_c0_g1,9,8,1,1,0,2,10,6,0,0,1,1,0,0,3,6,17,8,0,3,1,12,0,0,0,0
TRINITY_DN4177_c0_g1,3,2,1,2,2,2,0,1,4,3,0,2,4,2,1,1,1,2,1,2,2,3,0,1,4,2
TRINITY_DN4178_c0_g1,2,2,4,0,1,1,1,2,0,0,0,0,5,6,3,1,1,0,1,1,0,2,0,0,0,1
TRINITY_DN4179_c0_g1,150,72,53,103,132,50,71,106,41,78,54,104,126,124,64,61,58,42,85,79,87,66,60,59,60,71
TRINITY_DN417_c0_g1,8,4,2,6,4,1,0,2,2,1,0,2,1,4,1,1,6,1,0,2,3,1,1,3,4,2
TRINITY_DN4180_c0_g1,9,10,4,2,7,16,14,19,11,8,14,10,6,16,18,11,19,16,7,17,17,6,2,7,6,14
TRINITY_DN4181_c0_g1,7,9,9,7,2,0,3,0,9,2,5,1,11,3,4,6,7,7,2,9,11,3,4,3,2,6
TRINITY_DN4182_c0_g1,0,1,1,1,1,0,0,0,1,0,0,0,20,5,0,2,0,0,0,1,0,0,10,0,0,0
TRINITY_DN4183_c0_g1,2,9,7,15,2,0,0,1,0,0,0,0,11,1,11,11,8,7,12,10,8,0,0,0,0,0
TRINITY_DN4184_c0_g1,29,29,17,19,28,14,28,17,9,13,15,27,17,36,8,14,26,10,12,31,21,9,10,5,20,13
TRINITY_DN4185_c0_g1,3,7,0,1,2,5,9,8,1,3,3,4,4,3,3,3,14,6,1,7,11,7,2,3,9,7
TRINITY_DN4186_c0_g1,0,4,0,0,0,0,0,0,1,1,2,3,1,0,2,0,5,1,4,6,9,0,0,3,1,2
TRINITY_DN4187_c0_g1,47,22,24,17,19,6,4,26,18,20,15,30,46,42,7,7,26,8,14,12,16,13,20,5,18,11
TRINITY_DN4189_c0_g1,5,27,10,13,9,21,20,7,17,7,12,14,9,15,16,14,14,15,5,9,6,5,2,14,11,8
TRINITY_DN418_c0_g1,12,0,2,5,1,6,3,6,10,3,5,10,13,16,7,8,5,1,14,3,6,10,6,3,4,4
TRINITY_DN4190_c0_g1,23,59,21,16,11,45,57,36,43,2,26,15,20,18,9,9,47,37,31,63,48,7,25,17,31,26
TRINITY_DN4191_c0_g1,7,1,4,2,3,1,5,6,4,5,4,5,6,12,3,3,9,11,2,8,7,4,3,8,9,14
TRINITY_DN4192_c0_g1,42,29,14,38,44,16,25,25,12,19,21,53,83,37,14,14,26,9,22,11,12,8,4,2,19,12
TRINITY_DN4193_c0_g1,1,5,1,0,3,6,3,0,5,1,0,2,2,0,0,3,4,5,0,23,9,2,0,7,7,6
TRINITY_DN4194_c0_g1,7,3,11,10,11,0,0,17,0,9,1,4,3,1,0,1,1,1,3,1,1,5,5,0,4,5
TRINITY_DN4195_c0_g1,0,2,4,1,3,3,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0
TRINITY_DN4196_c0_g1,9,10,13,5,11,1,1,5,4,4,1,1,7,20,3,1,1,0,4,3,3,2,4,0,4,3
TRINITY_DN4197_c0_g1,2,2,2,2,3,0,2,4,3,2,2,2,4,3,0,0,3,1,1,0,1,1,1,6,3,3
TRINITY_DN4198_c0_g1,17,14,7,3,12,15,8,10,14,4,1,4,5,3,2,9,10,8,1,6,1,5,4,7,2,5
TRINITY_DN4199_c0_g1,28,26,55,40,17,11,6,19,8,17,15,22,25,18,34,38,14,20,81,25,26,41,55,15,18,9
TRINITY_DN419_c0_g1,25,0,0,0,0,0,0,0,12,18,6,21,23,0,0,0,0,0,0,0,0,2,1,1,1,2
TRINITY_DN41_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,498,0,0,55
TRINITY_DN4200_c0_g1,1,19,3,3,5,23,26,4,24,1,11,5,6,3,2,8,15,7,1,28,18,2,2,13,3,10
TRINITY_DN4201_c0_g1,76,97,28,31,69,103,105,69,39,31,64,52,57,48,28,28,98,32,31,60,75,52,31,38,108,67
TRINITY_DN4202_c0_g1,0,3,3,5,4,1,3,3,2,2,1,1,1,8,1,5,2,3,3,1,8,0,1,2,3,4
TRINITY_DN4203_c0_g1,7,7,5,3,0,1,3,1,3,8,3,2,7,7,1,3,3,3,1,0,0,1,0,0,0,0
TRINITY_DN4204_c0_g1,12,9,23,7,10,11,14,22,10,6,1,11,7,19,5,5,9,3,13,5,7,11,6,3,7,4
TRINITY_DN4205_c0_g1,4,3,0,1,6,5,6,1,5,5,0,0,2,2,3,1,5,6,2,7,2,1,8,7,6,5
TRINITY_DN4206_c0_g1,35,141,14,45,20,47,51,53,25,1,2,2,48,63,5,8,25,31,33,108,159,17,25,66,54,74
TRINITY_DN4207_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,127,0,0,14
TRINITY_DN4208_c0_g1,15,19,6,15,2,1,1,3,11,4,7,3,5,5,1,6,3,3,8,10,6,6,1,8,9,4
TRINITY_DN4209_c0_g1,2,6,2,1,0,0,0,0,1,2,1,4,1,0,2,0,1,0,1,0,1,0,0,0,1,2
TRINITY_DN4210_c0_g1,4,39,4,1,2,17,17,3,10,2,15,2,4,1,1,1,31,12,1,22,13,0,3,10,27,23
TRINITY_DN4211_c0_g1,4,6,3,0,5,5,13,3,9,2,7,6,9,6,3,2,9,0,5,8,6,5,2,6,10,0
TRINITY_DN4212_c0_g1,6,2,3,6,10,1,0,7,1,7,3,4,3,10,6,3,5,0,2,0,2,1,1,4,1,2
TRINITY_DN4214_c0_g1,23,2,12,5,1,2,3,10,0,4,0,13,8,23,3,6,1,0,11,1,0,4,3,1,5,1
TRINITY_DN4215_c0_g1,41,9,38,9,25,4,11,29,7,14,4,40,39,52,12,10,11,4,23,14,15,16,15,4,6,7
TRINITY_DN4216_c0_g1,3,1,2,1,3,6,1,2,0,8,0,8,0,0,9,8,0,2,4,1,0,0,1,0,0,0
TRINITY_DN4217_c0_g1,202,555,101,78,187,397,497,162,396,122,250,125,170,178,102,88,316,235,155,492,607,97,91,225,380,304
TRINITY_DN4218_c0_g1,2,0,1,0,3,3,1,3,5,3,1,6,4,6,3,3,4,2,7,6,10,3,3,5,6,10
TRINITY_DN4219_c0_g1,1,9,3,4,5,7,6,9,5,0,1,1,1,8,1,1,1,0,1,10,5,0,1,0,1,2
TRINITY_DN4220_c0_g1,5,15,5,7,11,7,10,10,7,3,4,11,10,17,5,7,10,3,4,7,7,9,2,4,4,6
TRINITY_DN4221_c0_g1,3,0,5,2,2,3,1,12,17,6,15,7,1,9,9,14,28,5,3,0,1,6,9,7,18,12
TRINITY_DN4222_c0_g1,20,10,11,7,18,4,6,24,7,13,8,24,25,16,14,9,8,5,9,5,8,7,5,2,5,2
TRINITY_DN4223_c0_g1,8,14,8,11,14,15,8,17,11,12,9,16,12,8,8,4,9,11,6,20,15,7,4,11,16,23
TRINITY_DN4224_c0_g1,3,5,2,0,2,3,4,2,6,1,1,1,0,1,0,2,4,2,2,0,6,2,0,7,10,4
TRINITY_DN4225_c0_g1,2,1,2,2,1,1,1,5,2,3,1,1,2,1,0,0,1,1,0,3,1,2,0,1,8,1
TRINITY_DN4226_c0_g1,220,112,64,71,173,159,222,213,179,71,88,139,163,224,53,73,144,26,135,135,124,89,72,62,218,89
TRINITY_DN4227_c0_g1,0,17,0,32,5,10,0,16,0,0,0,0,0,0,0,0,2,3,3,10,0,0,0,0,0,0
TRINITY_DN4228_c0_g1,10,10,6,3,10,5,2,12,4,5,3,6,5,5,5,2,15,9,4,8,11,3,2,7,6,9
TRINITY_DN4229_c0_g1,34,37,16,20,14,48,39,48,44,19,21,22,24,42,13,29,38,14,18,33,32,21,14,12,28,19
TRINITY_DN422_c0_g1,1981,2376,1852,1113,1377,1673,1652,2086,2301,966,918,1680,1331,1792,988,1125,1842,872,1961,1731,1779,1950,1225,1637,2557,1380
TRINITY_DN4230_c0_g1,2,3,1,0,0,1,1,0,3,0,2,0,0,0,1,1,3,0,1,11,5,2,0,0,0,0
TRINITY_DN4231_c0_g1,2,1,2,0,11,1,1,11,0,0,0,1,1,2,1,4,0,1,1,0,1,7,1,0,0,0
TRINITY_DN4232_c0_g1,4,6,5,5,1,0,0,3,0,3,0,3,10,24,1,4,1,0,8,9,6,3,3,1,1,0
TRINITY_DN4233_c0_g1,3,8,1,2,0,5,6,5,7,3,6,4,2,5,3,1,4,0,2,2,4,0,2,2,2,0
TRINITY_DN4234_c0_g1,4,21,15,12,14,25,26,19,10,9,13,15,27,13,5,8,27,19,15,55,34,4,8,31,39,30
TRINITY_DN4235_c0_g1,1,6,5,2,8,1,1,22,3,1,2,5,3,23,3,2,1,1,7,0,1,1,0,2,1,1
TRINITY_DN4236_c0_g1,12,25,12,17,6,7,22,12,21,9,14,2,10,15,4,6,38,10,16,41,32,8,3,8,24,24
TRINITY_DN4237_c0_g1,0,0,0,0,0,0,0,0,0,13,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4238_c0_g1,9,10,4,9,4,2,2,3,5,2,2,5,14,14,12,4,2,2,2,2,3,5,5,3,10,5
TRINITY_DN4239_c0_g1,1,0,3,2,1,1,2,1,1,1,1,4,0,2,0,0,0,0,3,1,0,2,3,0,1,2
TRINITY_DN423_c0_g1,9,34,2,1,4,21,31,7,27,0,22,2,6,1,5,1,21,10,1,16,15,3,3,15,12,19
TRINITY_DN4240_c0_g1,12,3,0,1,11,26,38,7,5,5,2,1,14,11,3,2,7,7,4,24,24,5,1,3,4,4
TRINITY_DN4241_c0_g1,0,1,4,0,0,0,2,0,3,1,2,3,3,3,1,1,4,2,0,0,0,1,1,1,1,4
TRINITY_DN4242_c0_g1,17,18,13,11,7,18,13,18,14,5,11,14,17,19,7,9,16,6,13,7,12,15,9,8,12,11
TRINITY_DN4243_c0_g1,0,39,2,2,3,23,18,5,10,1,8,3,3,2,1,0,6,1,4,9,10,1,2,16,15,8
TRINITY_DN4244_c0_g1,3,7,6,2,3,4,5,2,5,0,4,1,4,5,5,3,3,9,1,1,2,1,1,5,7,4
TRINITY_DN4245_c0_g1,3,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4246_c0_g1,2,3,0,1,1,4,0,2,2,2,7,2,2,6,1,1,2,1,4,5,3,1,0,1,3,0
TRINITY_DN4247_c0_g1,0,9,1,1,6,7,17,1,1,0,2,0,1,0,2,0,4,1,1,7,5,0,3,21,10,33
TRINITY_DN4248_c0_g1,4,2,10,3,1,1,1,4,3,3,0,2,3,3,1,0,2,2,2,6,8,3,1,0,4,1
TRINITY_DN4249_c0_g1,7,11,3,3,2,3,5,1,9,5,7,4,6,3,1,2,6,4,1,9,7,2,3,8,3,3
TRINITY_DN424_c0_g1,24,28,8,14,7,5,14,10,29,6,17,3,34,19,22,13,32,11,14,14,15,17,5,7,24,14
TRINITY_DN4250_c0_g1,8,9,6,6,12,17,7,15,6,9,6,4,4,14,7,11,4,8,5,8,6,7,7,4,1,2
TRINITY_DN4251_c0_g1,22,21,26,13,22,11,17,23,19,20,26,25,25,20,19,18,19,6,17,11,9,8,8,10,11,10
TRINITY_DN4252_c0_g1,13,3,5,6,2,1,0,11,2,6,1,11,14,15,6,10,0,0,4,1,1,11,4,0,0,1
TRINITY_DN4253_c0_g1,5,7,7,3,1,1,6,4,3,4,2,12,5,7,0,3,2,1,2,2,1,5,5,5,4,12
TRINITY_DN4254_c0_g1,6,13,1,2,8,14,20,8,14,3,8,1,5,12,3,2,15,5,4,27,20,3,5,7,25,8
TRINITY_DN4255_c0_g1,5,4,8,2,8,1,2,5,2,2,3,5,12,8,3,4,5,0,3,1,2,3,3,1,2,4
TRINITY_DN4257_c0_g1,10,16,6,3,9,6,14,11,2,6,6,12,4,8,9,3,5,3,3,9,5,1,2,5,7,8
TRINITY_DN4258_c0_g1,8,6,5,1,4,4,4,2,3,5,10,7,8,3,4,5,7,3,4,3,6,4,2,4,9,6
TRINITY_DN4259_c0_g1,6,5,12,4,4,12,16,16,23,12,0,2,10,18,7,3,5,4,5,16,9,6,8,8,19,9
TRINITY_DN4261_c0_g1,10,10,4,1,4,3,4,4,2,5,1,4,3,8,1,2,8,4,3,5,4,2,6,6,1,3
TRINITY_DN4262_c0_g1,48,2,30,17,26,0,4,37,1,31,0,47,45,45,9,25,3,1,28,5,4,10,13,4,6,2
TRINITY_DN4263_c0_g1,9,17,4,9,22,6,6,16,12,4,10,10,12,19,6,9,15,4,5,23,18,16,12,21,10,19
TRINITY_DN4264_c0_g1,5,19,6,5,4,10,15,6,5,2,4,11,13,15,4,3,1,0,4,36,35,2,1,6,6,1
TRINITY_DN4265_c0_g1,48,54,34,40,16,8,5,21,3,10,22,16,3,20,22,21,36,12,19,35,23,1,6,3,10,4
TRINITY_DN4266_c0_g1,51,133,39,37,34,112,115,42,101,65,143,93,49,26,23,16,38,49,91,165,213,51,45,141,131,189
TRINITY_DN4267_c0_g1,2,5,3,1,7,0,1,4,2,3,3,9,6,12,3,2,1,0,5,3,4,6,12,4,5,8
TRINITY_DN4268_c0_g1,3,2,3,0,0,3,2,3,6,1,2,1,1,6,1,3,3,3,1,0,1,0,0,2,3,5
TRINITY_DN4269_c0_g1,0,0,8,3,11,0,0,12,0,3,0,12,24,24,12,5,2,0,9,0,1,13,5,0,1,0
TRINITY_DN426_c0_g1,67,96,16,41,35,45,88,46,54,11,61,40,52,42,22,21,59,16,70,37,61,11,16,16,85,24
TRINITY_DN4270_c0_g1,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,63,1,0,1,0,0,0,0,0
TRINITY_DN4271_c0_g1,11,1,1,0,4,2,2,2,5,5,5,7,2,1,3,1,3,1,14,9,3,2,1,1,3,0
TRINITY_DN4272_c0_g1,8,27,3,3,9,20,29,9,7,4,13,11,9,11,6,3,22,16,1,20,13,4,5,9,24,16
TRINITY_DN4273_c0_g1,12,36,11,1,35,44,49,32,25,5,22,13,8,10,8,6,21,15,6,26,26,5,3,27,36,28
TRINITY_DN4275_c0_g1,3,8,0,6,2,2,5,1,6,2,4,0,3,4,0,0,3,3,2,12,14,1,1,6,11,10
TRINITY_DN4276_c0_g1,3,5,4,4,0,0,2,3,1,2,3,6,10,5,5,2,4,1,6,6,5,2,2,4,5,6
TRINITY_DN4277_c0_g1,84,138,14,31,22,74,113,35,85,23,121,43,53,55,20,16,102,37,22,70,64,14,10,54,107,55
TRINITY_DN4278_c0_g1,59,0,1,0,2,0,1,1,0,35,47,54,0,7,0,0,3,1,0,8,7,0,0,0,0,0
TRINITY_DN4279_c0_g1,4,7,2,3,3,6,1,5,1,4,1,5,6,5,3,0,3,4,9,11,16,3,3,1,5,6
TRINITY_DN427_c0_g1,27,14,21,7,19,10,9,15,12,8,4,19,17,16,28,29,13,10,30,10,15,9,4,3,8,4
TRINITY_DN4280_c0_g1,5,8,10,3,0,6,5,0,6,4,7,4,2,3,0,1,5,4,4,11,14,3,5,6,7,4
TRINITY_DN4281_c0_g1,12,2,2,4,3,3,1,6,5,1,1,10,7,6,3,4,3,0,14,1,5,6,1,4,3,2
TRINITY_DN4282_c0_g1,55,48,26,14,48,22,22,41,32,35,24,31,50,49,34,28,32,24,23,39,43,27,13,28,39,38
TRINITY_DN4283_c0_g1,6,8,3,2,3,7,6,4,2,1,3,8,4,9,4,6,13,6,1,7,7,6,2,17,35,23
TRINITY_DN4284_c0_g1,7,3,7,3,6,2,1,6,1,6,1,6,0,9,6,0,2,0,7,4,0,3,2,1,0,0
TRINITY_DN4285_c0_g1,2,4,2,1,0,3,2,5,2,0,0,1,1,5,2,0,0,0,3,1,0,0,1,0,4,5
TRINITY_DN4286_c0_g1,1,0,0,0,5,0,4,6,1,5,2,4,0,15,5,4,13,5,5,2,2,2,1,0,2,3
TRINITY_DN4287_c0_g1,4,9,2,5,3,6,11,6,8,3,4,2,4,10,6,5,5,2,9,9,7,4,4,7,7,3
TRINITY_DN4288_c0_g1,4,0,61,1,0,0,0,30,0,0,0,7,14,6,0,1,1,0,2,1,0,1,1,1,1,0
TRINITY_DN4289_c0_g1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,3,0,0,4,0,0,2,2,1,1,0
TRINITY_DN428_c0_g1,23,16,9,6,13,11,12,20,17,8,25,14,23,18,3,12,17,12,18,18,19,6,9,13,21,14
TRINITY_DN4290_c0_g1,5,4,2,1,4,1,0,6,0,3,0,1,0,2,3,4,0,1,2,0,0,2,3,0,1,1
TRINITY_DN4291_c0_g1,9,12,6,7,15,8,12,16,4,0,0,5,6,9,1,1,8,4,6,16,14,12,9,15,29,23
TRINITY_DN4292_c0_g1,18,5,10,11,17,10,8,21,7,19,17,39,5,30,33,32,21,36,16,15,3,11,12,12,5,9
TRINITY_DN4293_c0_g1,9,6,5,4,9,1,4,10,0,7,1,10,13,8,7,2,6,2,13,6,15,8,9,9,9,11
TRINITY_DN4294_c0_g1,0,10,0,17,9,11,0,15,0,1,0,0,9,16,3,1,0,11,2,6,0,5,0,0,2,0
TRINITY_DN4295_c0_g1,456,29,325,168,169,18,55,312,23,226,4,291,352,439,105,198,71,8,218,8,14,118,158,29,68,39
TRINITY_DN4296_c0_g1,7,23,5,5,5,3,9,6,7,4,9,8,5,1,3,1,3,3,4,12,8,5,2,4,9,2
TRINITY_DN4297_c0_g1,326,296,254,193,337,209,196,199,173,201,148,261,328,356,203,223,296,161,150,319,286,197,79,56,90,83
TRINITY_DN4298_c0_g1,8,13,5,2,0,3,4,6,4,2,6,4,6,4,5,4,2,6,4,6,3,2,2,1,8,7
TRINITY_DN4299_c0_g1,2,2,8,2,5,5,0,2,4,3,2,4,6,4,0,8,7,2,2,4,3,3,0,2,4,3
TRINITY_DN429_c0_g1,26,11,7,8,14,3,5,19,8,8,8,10,15,30,10,7,5,2,11,12,10,9,8,8,10,9
TRINITY_DN4300_c0_g1,112,300,89,51,84,223,202,97,174,99,154,117,128,166,54,69,172,104,144,198,274,65,87,125,238,190
TRINITY_DN4301_c0_g1,2,1,1,0,2,3,3,7,1,4,2,5,5,2,0,6,5,5,2,1,0,0,3,3,2,6
TRINITY_DN4303_c0_g1,1,3,1,2,7,10,3,5,2,6,2,3,0,4,0,0,0,0,4,8,6,5,6,5,17,14
TRINITY_DN4304_c0_g1,0,4,10,9,0,0,0,0,0,1,0,0,14,2,0,0,0,0,0,0,0,0,9,4,4,5
TRINITY_DN4305_c0_g1,68,47,46,56,122,54,33,55,28,25,17,33,29,83,8,8,18,2,12,9,10,24,5,5,15,9
TRINITY_DN4306_c0_g1,3,0,0,0,4,2,0,4,0,0,4,8,14,3,1,0,3,0,7,0,2,6,0,0,3,4
TRINITY_DN4307_c0_g1,5,5,5,4,6,5,3,4,6,2,7,6,3,9,2,5,4,2,5,20,13,3,3,4,8,3
TRINITY_DN4308_c0_g1,102,254,108,48,1,10,1,48,0,2,54,108,81,13,0,14,163,5,75,11,43,50,279,46,67,79
TRINITY_DN4309_c0_g1,5,6,2,2,5,2,2,9,4,5,3,6,3,4,1,3,5,1,5,8,5,0,6,8,2,6
TRINITY_DN430_c0_g1,66,105,68,27,66,15,8,51,1,50,140,222,61,15,23,50,338,47,56,87,144,10,9,8,16,12
