,HA1,CA2,HB2,CB3,CB4,HB5,HB6,CC2,CC3,CD2,CD4,HD6,CF8,HK4,HN1,HO1,HO2,CO4,CQ2,HQ3,CQ4,CQ5,HQ6
TRINITY_DN3784_c0_g1,5,4,4,4,6,0,0,5,2,0,0,1,7,0,5,1,3,0,0,0,4,8,15
TRINITY_DN3785_c0_g1,41,30,4,6,9,10,8,12,15,35,22,15,20,15,17,9,30,19,20,16,7,17,32
TRINITY_DN3786_c0_g1,12,17,7,10,15,1,6,8,12,16,9,3,35,6,0,23,7,10,18,2,11,13,7
TRINITY_DN3787_c0_g1,138,3,64,68,73,50,22,123,167,7,1,2,5,103,13,109,219,2,195,56,2,7,29
TRINITY_DN3788_c0_g1,0,32,0,0,0,0,0,5,1,6,2,1,2,7,1,6,1,1,3,2,0,0,0
TRINITY_DN3789_c0_g1,13,10,14,8,6,9,8,14,10,15,2,9,17,8,4,5,8,10,9,4,14,11,14
TRINITY_DN378_c0_g1,7,2,3,4,7,4,3,9,7,5,3,0,13,3,2,6,4,3,6,5,2,1,4
TRINITY_DN3790_c0_g1,15,91,67,41,16,10,7,95,44,109,25,0,80,4,0,46,15,58,41,8,133,147,0
TRINITY_DN3791_c0_g1,21,37,37,51,18,11,16,24,32,44,9,4,23,12,13,53,7,13,42,5,11,14,58
TRINITY_DN3792_c0_g1,3,0,7,2,1,3,2,3,1,10,0,1,9,1,0,3,4,1,1,2,6,4,2
TRINITY_DN3793_c0_g1,19,19,15,7,8,19,2,12,8,35,8,7,26,10,5,8,3,17,20,8,54,112,23
TRINITY_DN3794_c0_g1,4,6,11,5,1,4,5,8,4,16,6,3,7,5,2,10,7,11,12,5,12,17,12
TRINITY_DN3795_c0_g1,2,3,2,0,0,2,0,6,4,2,2,1,24,2,0,0,0,1,3,0,1,1,1
TRINITY_DN3796_c0_g1,79,33,53,43,45,62,28,75,29,63,22,57,72,35,23,79,66,35,38,31,18,63,69
TRINITY_DN3797_c0_g1,34,43,24,6,8,16,12,21,21,33,20,13,13,26,23,41,15,27,18,14,28,19,66
TRINITY_DN3798_c0_g1,2,3,2,2,2,0,0,1,2,6,1,0,4,3,4,1,1,1,2,0,4,3,8
TRINITY_DN3799_c0_g1,13,5,20,2,7,7,2,7,5,23,9,7,3,0,12,4,6,0,6,9,17,11,17
TRINITY_DN379_c0_g1,6,10,16,4,3,2,4,75,26,16,2,2,9,3,4,70,7,4,89,2,94,99,9
TRINITY_DN37_c0_g1,16,22,44,13,22,24,24,40,7,44,14,13,21,29,18,25,24,16,30,12,12,26,32
TRINITY_DN3800_c0_g1,4,1,2,0,0,1,0,0,0,3,2,2,4,3,3,3,1,2,2,1,4,1,6
TRINITY_DN3801_c0_g1,18,19,30,12,11,11,15,22,9,33,7,5,17,16,9,16,25,11,23,11,8,16,16
TRINITY_DN3802_c0_g1,3,3,3,0,7,1,3,6,2,10,1,3,4,6,0,3,3,5,7,0,1,4,2
TRINITY_DN3803_c0_g1,4,8,7,17,14,8,3,9,9,15,5,1,17,4,2,14,4,4,5,3,10,20,7
TRINITY_DN3804_c0_g1,50,38,48,40,25,42,28,31,20,55,7,33,31,50,8,44,36,47,46,5,17,47,48
TRINITY_DN3805_c0_g1,18,11,13,1,2,9,5,8,4,2,4,13,14,28,9,24,13,12,6,10,9,10,8
TRINITY_DN3806_c0_g1,8,0,18,4,2,6,9,4,1,3,4,9,0,2,4,5,2,8,1,2,8,3,16
TRINITY_DN3807_c0_g1,31,28,26,21,26,19,18,20,26,49,17,11,35,24,11,26,26,24,35,10,22,51,20
TRINITY_DN3808_c0_g1,16,24,19,19,13,6,9,19,18,32,7,1,24,12,5,15,17,24,15,10,20,26,21
TRINITY_DN3809_c0_g1,2,0,3,9,4,5,4,0,1,5,2,2,3,5,0,1,5,1,0,1,2,7,1
TRINITY_DN380_c0_g1,226,284,393,196,193,208,91,218,184,504,192,144,131,260,204,257,235,293,230,117,339,475,271
TRINITY_DN3810_c0_g1,23,8,31,12,16,23,14,19,9,29,10,10,17,18,4,26,22,17,1,7,13,20,22
TRINITY_DN3811_c0_g1,6,1,2,3,1,0,0,3,2,13,2,5,8,11,1,5,2,5,1,0,5,14,7
TRINITY_DN3812_c0_g1,47,43,30,17,7,11,8,19,17,68,34,18,24,29,32,35,20,24,20,35,45,35,52
TRINITY_DN3814_c0_g1,8,3,4,3,3,4,1,10,5,10,7,0,7,5,0,0,5,3,2,4,11,7,4
TRINITY_DN3815_c0_g1,0,0,5,1,3,8,2,8,9,12,2,5,6,18,0,9,3,0,0,3,4,6,3
TRINITY_DN3816_c0_g1,0,3,1,1,3,4,0,5,3,0,0,0,4,2,2,9,7,1,3,5,2,5,6
TRINITY_DN3817_c0_g1,7,2,3,4,5,1,2,3,3,19,3,3,6,2,7,5,1,3,3,0,1,0,8
TRINITY_DN3818_c0_g1,2,2,7,5,3,0,2,6,2,6,1,0,1,1,2,2,3,0,1,1,2,4,7
TRINITY_DN3819_c0_g1,16,29,19,13,14,15,7,18,6,21,12,8,8,12,17,17,13,13,7,14,18,14,35
TRINITY_DN381_c0_g1,25,11,13,11,5,7,3,17,3,30,12,10,17,4,11,9,17,7,6,12,19,21,42
TRINITY_DN3820_c0_g1,4,39,0,3,0,0,0,4,3,30,11,1,0,0,0,8,1,1,0,0,0,1,0
TRINITY_DN3821_c0_g1,8,12,13,4,3,7,4,15,5,17,5,3,13,8,4,8,8,5,4,4,14,35,17
TRINITY_DN3822_c0_g1,0,3,47,31,27,22,10,47,36,4,9,1,1,0,0,4,0,22,3,1,6,6,1
TRINITY_DN3823_c0_g1,1,6,6,5,0,3,2,1,2,4,2,3,5,1,0,3,3,4,3,2,5,1,5
TRINITY_DN3824_c0_g1,2,4,1,2,6,1,2,1,0,1,3,0,3,0,0,1,2,1,1,0,6,2,0
TRINITY_DN3825_c0_g1,19,67,12,18,12,15,0,31,24,91,44,14,15,9,32,116,3,100,91,27,95,68,34
TRINITY_DN3826_c0_g1,1,0,0,0,1,0,1,1,14,1,1,1,2,0,2,1,0,1,4,3,0,1,0
TRINITY_DN3827_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,7,15,6,0,0,0,0
TRINITY_DN3828_c0_g1,21,17,13,19,16,12,17,7,20,36,7,3,25,17,4,19,14,9,16,5,17,12,14
TRINITY_DN3829_c0_g1,20,32,26,14,8,7,0,18,12,57,15,18,14,18,6,37,34,45,13,11,40,41,22
TRINITY_DN3830_c0_g1,0,0,6,5,8,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,17,5,1
TRINITY_DN3831_c0_g1,3,3,3,3,1,1,0,2,1,1,1,0,3,2,0,3,2,3,2,0,2,0,1
TRINITY_DN3832_c0_g1,14,36,32,19,22,19,10,22,5,37,17,13,18,22,7,21,19,24,12,8,15,22,19
TRINITY_DN3834_c0_g1,13,80,19,7,21,6,8,64,37,104,18,20,104,42,2,37,14,72,85,6,14,54,18
TRINITY_DN3835_c0_g1,14,18,21,5,5,17,7,38,11,22,30,21,12,32,7,18,22,16,18,45,53,29,35
TRINITY_DN3836_c0_g1,32,27,42,13,13,16,22,25,7,20,9,12,13,18,18,32,43,9,19,10,14,13,37
TRINITY_DN3837_c0_g1,186,171,64,65,64,126,7,190,339,260,182,127,156,62,225,125,163,92,207,51,524,89,135
TRINITY_DN3838_c0_g1,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,1,2,1,0,0,0,1,1
TRINITY_DN3839_c0_g1,5,8,4,7,5,10,2,17,1,7,6,0,17,5,4,12,4,8,9,5,5,3,5
TRINITY_DN3840_c0_g1,2,12,13,6,7,3,3,6,4,10,2,2,3,2,0,4,3,10,1,4,7,6,0
TRINITY_DN3842_c0_g1,5,28,5,3,4,1,2,8,14,43,24,1,15,7,6,3,12,29,12,3,18,13,12
TRINITY_DN3843_c0_g1,0,2,0,1,0,0,0,2,0,7,0,0,0,3,1,0,0,0,0,3,5,1,0
TRINITY_DN3844_c0_g1,17,8,10,5,14,6,7,7,6,7,5,1,10,5,0,12,11,5,14,2,15,25,16
TRINITY_DN3845_c0_g1,15,25,19,10,13,12,13,18,6,33,8,15,26,16,7,20,16,14,20,6,14,12,23
TRINITY_DN3846_c0_g1,21,21,25,11,21,18,11,32,18,31,6,7,19,23,5,24,10,12,21,6,17,20,19
TRINITY_DN3847_c0_g1,12,36,9,8,23,14,9,18,5,30,18,4,23,7,1,8,12,23,17,7,8,18,10
TRINITY_DN3848_c0_g1,29,30,45,15,10,14,12,29,18,66,39,24,18,22,18,32,23,51,37,29,58,36,59
TRINITY_DN3849_c0_g1,5,12,8,2,9,5,5,2,4,12,6,2,9,10,6,5,12,9,8,7,9,18,10
TRINITY_DN384_c0_g1,55,49,42,10,4,21,10,24,17,56,9,27,18,23,24,29,32,37,13,27,33,24,79
TRINITY_DN3850_c0_g1,12,19,14,2,3,12,3,12,14,23,12,13,15,15,5,10,18,18,20,3,16,18,19
TRINITY_DN3851_c0_g1,7,5,6,3,2,3,3,6,3,12,6,0,8,3,2,10,3,7,2,5,2,0,2
TRINITY_DN3852_c0_g1,5,9,8,3,0,3,2,6,4,5,13,8,8,4,4,11,5,1,5,5,6,9,9
TRINITY_DN3853_c0_g1,557,549,150,210,401,417,98,407,332,1034,410,191,611,267,471,338,476,462,565,111,976,389,357
TRINITY_DN3854_c1_g1,94,126,70,111,122,72,67,68,93,147,74,52,158,143,48,168,166,73,145,40,139,224,73
TRINITY_DN3855_c0_g1,10,2,3,0,2,2,1,4,3,7,3,3,9,7,5,5,6,4,0,1,5,3,17
TRINITY_DN3856_c0_g1,2,3,8,5,0,3,0,10,4,12,7,2,5,4,14,11,4,5,6,6,17,8,5
TRINITY_DN3857_c0_g1,0,0,0,0,0,0,0,2,0,24,17,14,43,0,0,0,0,62,0,0,0,0,1
TRINITY_DN3858_c0_g1,11,29,13,29,35,11,12,68,28,35,13,21,54,17,1,25,11,35,55,8,26,85,1
TRINITY_DN3859_c0_g1,0,9,4,2,0,2,1,0,0,5,2,1,6,2,0,3,0,3,3,2,5,1,0
TRINITY_DN385_c0_g1,6,21,14,4,6,11,2,2,7,7,1,4,9,12,4,20,4,9,5,5,3,18,16
TRINITY_DN3860_c0_g1,7,7,4,4,11,8,4,5,6,7,3,1,16,34,2,8,91,5,15,0,6,5,20
TRINITY_DN3861_c0_g1,3,4,1,2,4,1,3,1,5,2,3,1,6,0,0,5,1,1,3,1,3,7,3
TRINITY_DN3862_c0_g1,296,555,632,384,275,400,257,587,345,526,231,225,630,417,166,258,368,365,413,211,510,533,434
TRINITY_DN3863_c0_g1,9,20,30,15,3,14,10,23,17,29,6,7,17,14,14,20,18,38,21,18,59,36,31
TRINITY_DN3864_c0_g1,5,5,4,3,0,0,0,3,2,5,2,1,1,1,3,6,0,4,4,2,4,1,2
TRINITY_DN3865_c0_g1,36,29,26,8,14,17,6,25,14,50,25,17,25,12,27,33,28,32,25,17,18,29,44
TRINITY_DN3866_c0_g1,13,13,8,6,3,1,2,10,4,22,13,6,12,14,2,12,7,17,11,8,23,16,12
TRINITY_DN3867_c0_g1,5,8,8,6,5,6,3,7,7,9,9,8,12,9,2,13,4,11,12,7,24,13,6
TRINITY_DN3868_c0_g1,6,10,1,9,3,5,1,6,2,12,0,1,7,10,3,5,5,13,7,1,3,6,8
TRINITY_DN3869_c0_g1,1,1,1,2,3,0,0,0,2,3,0,0,0,2,2,2,0,5,3,0,2,0,8
TRINITY_DN3870_c0_g1,6,6,3,3,4,5,1,1,1,4,1,0,3,2,0,6,4,4,7,2,0,5,0
TRINITY_DN3871_c0_g1,16,16,32,25,15,21,18,11,12,16,8,3,14,25,11,28,21,15,26,1,15,11,84
TRINITY_DN3872_c0_g1,26,1,22,3,2,21,6,2,1,6,2,10,1,15,4,24,18,5,1,8,4,1,32
TRINITY_DN3873_c0_g1,19,12,13,5,12,4,4,11,13,35,12,9,34,9,2,17,18,18,25,4,19,22,13
TRINITY_DN3874_c0_g1,7,3,3,1,2,3,0,5,1,5,1,3,2,4,1,1,7,4,0,1,3,0,5
TRINITY_DN3875_c0_g1,9,60,28,16,8,22,4,23,21,73,44,13,16,20,0,20,21,93,42,25,82,31,3
TRINITY_DN3876_c0_g1,12,29,14,9,8,4,9,16,3,42,6,2,16,2,1,17,6,14,13,2,28,29,5
TRINITY_DN3877_c0_g1,2,1,1,0,0,0,1,0,3,2,1,1,0,0,1,2,0,0,3,0,2,1,0
TRINITY_DN3878_c0_g1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,2,0,0,1
TRINITY_DN3879_c0_g1,10,8,17,8,11,3,5,6,5,19,1,6,14,10,3,10,2,7,8,1,7,13,9
TRINITY_DN387_c0_g1,7,20,13,6,7,6,6,20,12,24,8,2,19,6,4,9,10,10,5,8,8,11,9
TRINITY_DN3880_c0_g1,2,6,7,6,5,7,3,5,5,7,1,3,8,6,1,5,9,1,2,0,5,1,5
TRINITY_DN3881_c0_g1,21,26,12,30,25,10,2,15,18,24,5,4,35,14,8,40,18,10,33,3,14,21,11
TRINITY_DN3882_c0_g1,1,4,2,3,0,2,0,0,1,10,6,2,1,0,0,1,0,0,9,0,1,5,0
TRINITY_DN3883_c0_g1,0,3,1,2,3,2,1,2,1,9,3,2,5,7,1,5,2,2,3,0,2,0,0
TRINITY_DN3884_c0_g1,43,29,35,41,34,29,25,32,23,82,27,15,49,38,12,41,32,41,35,31,33,31,16
TRINITY_DN3885_c0_g1,249,187,439,168,125,188,249,139,68,275,81,151,155,218,158,323,296,154,170,138,194,175,469
TRINITY_DN3886_c0_g1,2,3,0,2,5,1,2,0,1,3,0,0,2,1,1,0,0,0,3,0,3,5,0
TRINITY_DN3887_c0_g1,10,18,16,10,18,12,6,16,17,16,14,8,25,9,4,22,5,12,12,5,13,25,4
TRINITY_DN3888_c0_g1,170,39,146,64,21,59,73,57,14,67,15,47,52,55,53,117,72,33,24,70,56,41,246
TRINITY_DN3889_c0_g1,11,5,3,1,3,1,1,7,2,18,3,10,6,3,2,3,3,2,2,0,4,6,8
TRINITY_DN388_c0_g1,63,5,71,5,6,29,14,11,6,24,16,78,3,9,7,32,9,3,6,23,12,7,22
TRINITY_DN3890_c0_g1,0,0,0,0,0,0,0,0,0,8,3,2,16,0,0,0,0,21,0,0,0,0,0
TRINITY_DN3891_c0_g1,18,34,11,15,3,6,4,29,13,52,8,7,32,6,0,21,10,27,17,0,32,34,1
TRINITY_DN3892_c0_g1,13,15,5,2,0,1,1,15,14,6,2,3,2,6,7,25,15,6,19,3,15,17,12
TRINITY_DN3894_c0_g1,0,6,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,24,1,0,2,17,0
TRINITY_DN3895_c0_g1,29,16,40,20,15,15,24,35,18,29,3,10,37,20,3,14,17,13,14,7,20,14,57
TRINITY_DN3896_c0_g1,16,40,8,11,5,9,9,5,8,18,10,3,12,5,1,12,10,32,2,6,16,26,24
TRINITY_DN3898_c0_g1,84,67,64,41,40,63,50,43,16,30,6,14,37,40,4,39,31,10,31,48,14,18,31
TRINITY_DN3899_c0_g1,2,2,1,6,4,1,1,1,1,6,1,0,7,3,1,2,1,0,3,4,1,0,3
TRINITY_DN38_c0_g1,138,437,196,347,216,93,104,696,393,938,187,23,647,31,1,143,77,389,335,31,921,837,13
TRINITY_DN3900_c0_g1,1,1,1,0,0,1,1,0,0,16,29,7,2,19,1,0,0,2,1,0,3,2,0
TRINITY_DN3901_c0_g1,7,2,6,2,2,3,2,2,0,3,0,2,3,4,7,5,5,2,7,1,7,5,8
TRINITY_DN3902_c0_g1,8,7,9,3,2,4,1,9,3,9,3,2,12,0,2,11,9,8,3,5,9,12,17
TRINITY_DN3903_c0_g1,10,14,12,6,9,17,11,9,3,30,5,5,10,7,13,12,9,7,5,12,9,13,49
TRINITY_DN3904_c0_g1,2,10,6,4,1,2,1,1,1,7,3,3,3,10,2,7,7,1,2,2,2,0,8
TRINITY_DN3905_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
TRINITY_DN3906_c0_g1,13,49,14,39,14,9,6,47,26,114,8,2,59,2,0,47,8,45,73,2,69,97,0
TRINITY_DN3907_c0_g1,7,8,3,10,6,4,1,5,8,2,4,2,15,8,4,4,5,4,4,0,4,12,10
TRINITY_DN3908_c0_g1,63,56,56,25,34,35,11,37,34,88,54,33,64,80,51,123,31,36,45,40,54,102,30
TRINITY_DN3909_c0_g1,4,3,2,1,1,3,1,0,3,8,5,2,0,4,7,4,4,3,4,5,3,2,4
TRINITY_DN390_c0_g1,1849,3413,2928,1927,2160,2212,947,2790,2539,4113,1501,1119,2511,3207,1146,3049,1913,2240,2725,1071,3302,3825,2094
TRINITY_DN3910_c0_g1,11,10,29,12,13,17,17,3,7,8,1,5,9,7,5,7,15,8,16,10,1,10,20
TRINITY_DN3911_c0_g1,9,39,14,15,8,4,1,79,39,181,51,8,45,17,0,4,17,98,21,7,302,238,3
TRINITY_DN3912_c0_g1,2,4,1,1,3,0,1,0,0,0,0,0,1,3,2,0,0,0,0,2,1,0,12
TRINITY_DN3913_c0_g1,5,5,13,6,6,4,8,5,7,17,3,1,8,10,1,7,6,6,9,1,7,5,2
TRINITY_DN3914_c0_g1,4,6,9,2,4,1,5,5,5,7,1,3,4,5,0,7,7,5,2,3,5,9,10
TRINITY_DN3915_c0_g1,5,3,3,8,2,1,0,6,6,12,1,4,12,1,0,3,3,8,5,0,10,12,4
TRINITY_DN3916_c0_g1,2,1,0,0,0,0,0,7,5,5,5,0,0,1,2,2,2,8,3,1,0,0,7
TRINITY_DN3917_c0_g1,14,21,19,18,21,19,11,30,24,40,17,12,44,17,5,12,22,19,24,6,30,25,24
TRINITY_DN3918_c0_g1,9,9,7,5,9,5,4,16,7,9,3,1,23,9,1,6,3,9,11,6,13,11,4
TRINITY_DN3919_c0_g1,25,21,27,15,13,19,14,17,6,26,5,2,31,33,0,19,23,19,14,5,17,13,3
TRINITY_DN3920_c0_g1,16,10,48,24,28,34,18,34,19,49,12,13,33,33,4,13,6,22,16,10,6,4,28
TRINITY_DN3921_c0_g1,13,17,7,6,9,4,3,8,9,20,2,2,10,11,5,12,8,4,7,2,9,11,10
TRINITY_DN3922_c0_g1,195,0,102,125,50,105,62,1,0,83,49,28,19,28,29,0,0,0,0,13,230,325,34
TRINITY_DN3923_c0_g1,6,6,6,5,1,2,0,6,2,11,1,0,13,7,1,11,2,1,13,2,9,9,14
TRINITY_DN3924_c0_g1,4,2,1,1,4,1,1,3,3,0,1,1,2,3,1,1,0,0,1,0,0,0,0
TRINITY_DN3925_c0_g1,0,3,0,3,0,1,0,0,1,1,2,1,6,1,0,1,1,0,1,1,2,0,0
TRINITY_DN3926_c0_g1,75,116,48,74,93,47,29,86,149,210,92,22,125,46,41,75,77,51,129,34,332,113,80
TRINITY_DN3927_c0_g1,6,95,28,70,36,15,13,128,43,90,9,5,81,0,0,24,8,60,43,10,110,173,0
TRINITY_DN3928_c0_g1,0,2,2,0,1,2,1,1,0,7,7,0,4,1,1,1,3,7,3,2,3,3,8
TRINITY_DN3930_c0_g1,0,8,5,4,1,1,3,5,5,16,4,3,10,0,2,7,2,13,3,2,2,8,2
TRINITY_DN3931_c0_g1,10,0,6,3,3,4,3,2,1,0,0,2,4,1,0,3,1,0,2,0,5,1,0
TRINITY_DN3932_c0_g1,0,2,1,0,14,0,1,4,9,7,23,11,0,2,0,2,4,2,0,0,0,0,0
TRINITY_DN3933_c0_g1,1,4,6,13,3,6,2,7,19,15,7,2,4,1,1,5,6,1,6,2,4,16,0
TRINITY_DN3934_c0_g1,11,9,8,3,7,2,3,3,6,8,4,1,6,5,13,6,7,6,8,3,6,14,13
TRINITY_DN3935_c0_g1,6,12,6,5,0,9,2,5,4,11,6,4,3,9,7,12,11,11,4,16,31,21,35
TRINITY_DN3936_c0_g1,2,9,0,5,4,6,3,9,5,9,3,2,7,3,1,2,1,4,4,2,4,14,4
TRINITY_DN3937_c0_g1,22,16,20,9,17,9,7,17,11,38,6,9,19,3,4,14,10,20,20,3,26,22,27
TRINITY_DN3938_c0_g1,7,6,2,9,6,6,3,1,1,4,3,0,2,1,0,3,4,1,1,2,4,4,2
TRINITY_DN393_c0_g1,37,56,47,87,51,34,21,60,55,64,51,24,64,24,6,46,34,35,48,18,91,65,26
TRINITY_DN3940_c0_g1,32,48,10,30,19,15,12,25,31,72,35,13,28,18,32,63,18,54,70,28,89,84,38
TRINITY_DN3941_c0_g1,1,3,0,1,6,1,2,3,2,3,5,3,7,0,0,2,1,0,2,1,8,3,0
TRINITY_DN3942_c0_g1,10,9,3,1,4,1,4,5,1,8,4,2,13,8,1,7,1,7,10,3,8,7,7
TRINITY_DN3943_c0_g1,5,2,4,2,4,1,3,3,2,5,2,2,4,4,0,0,4,0,3,3,3,2,5
TRINITY_DN3944_c0_g1,44,37,31,14,11,30,12,28,17,37,13,16,35,16,29,45,31,55,40,23,42,35,31
TRINITY_DN3945_c0_g1,10,32,21,9,3,10,3,7,13,41,15,23,13,16,27,21,10,18,21,29,20,17,43
TRINITY_DN3946_c0_g1,0,0,0,0,0,0,0,0,0,479,231,225,329,0,0,0,13,638,0,0,0,0,0
TRINITY_DN3947_c0_g1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
TRINITY_DN3948_c0_g1,6,5,22,19,8,15,27,3,4,35,5,7,20,2,0,14,16,18,17,5,1,0,11
TRINITY_DN3949_c0_g1,331,208,172,112,132,211,92,149,143,481,365,355,246,269,142,293,313,199,260,300,491,356,202
TRINITY_DN394_c0_g1,8,23,8,7,10,7,9,10,5,10,2,2,29,13,1,13,10,12,11,6,9,8,10
TRINITY_DN3950_c0_g1,3,3,1,0,0,1,0,5,0,4,6,3,2,0,2,4,1,4,6,0,6,6,0
TRINITY_DN3951_c0_g1,19,14,15,10,14,22,15,8,6,18,11,5,13,1,4,10,3,3,9,1,18,26,2
TRINITY_DN3952_c0_g1,33,29,78,27,29,29,23,46,28,61,12,12,61,48,15,26,29,31,37,23,29,35,33
TRINITY_DN3953_c0_g1,12,69,17,100,28,13,5,45,11,7,3,3,44,18,4,23,18,51,29,3,38,72,13
TRINITY_DN3954_c0_g1,0,0,77,13,28,7,50,0,1,0,0,0,0,3,0,1,22,2,24,15,0,0,0
TRINITY_DN3955_c0_g1,29,8,17,6,5,5,2,15,16,17,3,3,8,10,0,9,9,5,1,5,12,15,11
TRINITY_DN3956_c0_g1,3,3,3,1,3,1,0,0,2,7,3,3,1,2,1,5,6,2,3,3,5,10,6
TRINITY_DN3957_c0_g1,0,3,2,2,5,0,2,3,1,4,3,0,2,1,2,10,0,13,6,4,11,13,0
TRINITY_DN3958_c0_g1,28,35,19,12,15,11,14,0,2,38,4,6,21,10,6,10,39,32,4,1,15,27,19
TRINITY_DN395_c0_g1,17,13,18,12,5,11,7,17,4,29,3,12,6,12,13,13,12,16,15,9,8,21,25
TRINITY_DN3960_c0_g1,6,6,10,1,3,2,0,0,3,5,3,4,7,8,1,9,1,3,4,4,9,3,8
TRINITY_DN3961_c0_g1,16,13,22,4,6,7,3,9,4,15,1,8,12,17,7,17,8,7,1,0,3,11,22
TRINITY_DN3962_c0_g1,5,4,26,3,1,3,20,8,4,6,2,4,7,2,1,2,13,3,7,2,1,0,4
TRINITY_DN3963_c0_g1,0,8,7,1,1,3,2,13,7,11,11,5,6,6,0,7,4,5,3,2,21,15,7
TRINITY_DN3964_c0_g1,4,1,0,1,2,0,0,4,2,4,2,0,1,2,2,0,0,5,5,0,2,3,2
TRINITY_DN3965_c0_g1,0,1,0,1,4,2,0,0,0,1,0,0,0,2,0,0,4,0,1,0,0,0,1
TRINITY_DN3966_c0_g1,0,0,0,0,0,0,0,0,0,5,4,3,11,0,0,0,0,21,0,0,0,0,0
TRINITY_DN3967_c0_g1,3,4,0,2,3,1,0,0,2,4,0,0,4,2,0,3,1,2,1,2,1,1,0
TRINITY_DN3968_c0_g1,6,10,11,5,3,4,7,8,7,9,5,7,11,10,2,13,3,3,5,0,10,10,6
TRINITY_DN3969_c0_g1,0,0,0,0,0,0,0,0,0,7,12,12,19,0,0,0,0,18,0,0,0,0,0
TRINITY_DN3970_c1_g1,10,5,14,13,16,7,4,14,9,11,1,2,25,4,2,4,8,5,10,0,4,10,5
TRINITY_DN3971_c0_g1,222,389,272,87,104,127,64,257,173,40,20,14,347,534,262,803,167,128,141,3,97,63,291
TRINITY_DN3972_c0_g1,6,9,10,8,6,4,1,1,1,8,4,8,4,4,0,6,4,4,0,2,2,0,6
TRINITY_DN3973_c0_g1,3,7,2,1,0,1,0,7,1,6,3,2,3,2,3,2,3,4,2,0,9,1,4
TRINITY_DN3974_c0_g1,39,6,2,1,0,1,1,3,2,8,3,1,2,2,4,5,19,2,23,5,6,3,3
TRINITY_DN3975_c0_g1,10,5,11,4,11,13,7,11,10,8,3,0,20,17,1,7,3,11,3,6,5,11,8
TRINITY_DN3976_c0_g1,12,1,0,0,0,0,0,0,0,3,5,6,0,5,3,0,0,1,0,0,1,1,1
TRINITY_DN3977_c0_g1,0,1,3,0,3,1,1,1,2,3,1,2,3,1,0,1,3,0,2,3,0,2,6
TRINITY_DN3978_c0_g1,4,1,3,3,1,3,0,3,1,8,1,1,5,2,0,1,2,5,0,0,1,2,1
TRINITY_DN3979_c0_g1,8,10,5,2,5,3,3,7,2,15,2,3,9,4,4,4,11,0,4,5,3,4,7
TRINITY_DN3980_c0_g1,0,0,0,0,0,0,0,1,0,59,58,64,119,0,0,0,1,173,0,0,0,0,0
TRINITY_DN3981_c0_g1,8,6,8,0,1,5,2,6,6,5,3,3,5,0,3,6,7,2,6,4,15,3,5
TRINITY_DN3982_c0_g1,29,65,37,13,11,16,12,53,33,67,22,13,27,33,15,30,19,37,18,11,58,45,30
TRINITY_DN3983_c0_g1,4,8,3,2,3,5,0,5,6,12,5,4,8,6,2,3,6,9,12,5,10,8,10
TRINITY_DN3984_c0_g1,4,0,3,2,2,4,2,1,2,17,5,4,8,3,0,3,2,6,5,2,15,11,4
TRINITY_DN3985_c0_g1,17,15,13,5,6,4,4,18,11,10,4,4,25,5,2,16,8,16,9,6,8,16,6
TRINITY_DN3986_c0_g1,5,5,2,1,5,2,1,4,4,26,3,3,4,5,6,5,4,18,5,2,18,16,13
TRINITY_DN3987_c0_g1,4,13,7,10,7,4,2,8,7,11,8,4,22,8,1,4,13,7,9,2,8,10,7
TRINITY_DN3988_c0_g1,0,1,1,5,1,2,2,1,0,2,0,0,0,0,1,2,0,0,1,0,2,2,7
TRINITY_DN3989_c0_g1,2,11,4,1,0,4,1,5,3,29,4,10,2,17,160,11,0,5,13,12,10,17,58
TRINITY_DN398_c0_g1,56,39,38,11,6,19,14,14,13,10,7,18,12,26,23,51,23,21,17,3,17,15,78
TRINITY_DN398_c1_g1,27,17,29,17,10,18,11,9,9,33,10,10,9,24,2,18,18,27,21,1,13,7,22
TRINITY_DN3990_c0_g1,10,16,2,9,5,3,5,12,18,24,11,13,9,5,3,8,8,10,12,5,10,18,10
TRINITY_DN3991_c0_g1,28,23,30,21,19,17,19,12,15,25,10,9,21,17,10,29,17,8,16,4,6,14,9
TRINITY_DN3992_c0_g1,3,23,11,12,11,8,6,18,8,26,3,10,12,11,5,3,8,17,15,6,6,12,14
TRINITY_DN3993_c0_g1,1,7,3,3,3,0,0,4,2,7,6,1,3,2,4,1,2,8,4,1,3,5,4
TRINITY_DN3994_c0_g1,17,8,11,7,6,5,3,9,10,19,6,10,4,9,5,16,13,21,4,5,26,16,10
TRINITY_DN3995_c0_g1,3,7,7,2,11,9,7,9,11,4,1,0,7,15,3,3,4,12,20,6,22,8,4
